rombel,guru_kelas,guru_matematika,guru_bahasa_indonesia,guru_bahasa_inggris,guru_pkn,guru_penjaskes,guru_agama_budi_pekerti,guru_seni_budaya,ptk_laki,ptk_perempuan,pegawai_laki,pegawai_perempuan,pd_kelas_1_laki,pd_kelas_1_perempuan,pd_kelas_2_laki,pd_kelas_2_perempuan,pd_kelas_3_laki,pd_kelas_3_perempuan,pd_kelas_4_laki,pd_kelas_4_perempuan,pd_kelas_5_laki,pd_kelas_5_perempuan,pd_kelas_6_laki,pd_kelas_6_perempuan,pd_kelas_7_laki,pd_kelas_7_perempuan,pd_kelas_8_laki,pd_kelas_8_perempuan,pd_kelas_9_laki,pd_kelas_9_perempuan,pd_kelas_10_laki,pd_kelas_10_perempuan,pd_kelas_11_laki,pd_kelas_11_perempuan,pd_kelas_12_laki,pd_kelas_12_perempuan,jumlah_kirim,ptk,pegawai,pd,pd_laki,pd_perempuan,before_ruang_kelas,after_ruang_kelas,before_ruang_perpus,after_ruang_perpus,before_ruang_lab,after_ruang_lab,before_ruang_praktik,after_ruang_praktik,before_ruang_pimpinan,after_ruang_pimpinan,before_ruang_guru,after_ruang_guru,before_ruang_ibadah,after_ruang_ibadah,before_ruang_uks,after_ruang_uks,before_toilet,after_toilet,before_gudang,after_gudang,before_ruang_sirkulasi,after_ruang_sirkulasi,before_tempat_bermain_olahraga,after_tempat_bermain_olahraga,before_ruang_tu,after_ruang_tu,before_ruang_konseling,after_ruang_konseling,before_ruang_osis,after_ruang_osis,before_bangunan,after_bangunan,cluster
11,9,5,4,2,2,5,1,1,0,8,0,1,1,3,2,2,0,0,1,0,3,1,3,1,5,1,3,3,1,0,2,3,1,2,4,2,5,8,1,44,26,18,11,11,1,1,0,0,0,0,1,1,1,1,0,0,1,1,4,4,1,1,0,0,1,1,0,0,2,2,0,0,13,13,1
31,17,0,1,2,1,1,1,3,7,11,6,0,2,2,6,4,3,1,2,2,9,3,8,4,5,0,6,3,6,4,4,4,1,0,2,4,18,18,6,85,54,31,8,8,1,1,0,0,0,0,1,1,1,1,0,0,0,0,8,8,0,0,0,0,0,0,1,1,0,0,0,0,6,6,0
7,6,0,0,0,0,0,0,0,3,2,1,0,0,2,1,2,1,1,3,1,6,1,6,3,3,1,0,0,0,0,0,0,0,0,0,0,3,5,1,31,20,11,3,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1
19,9,0,0,0,0,0,0,0,2,6,1,1,4,0,2,1,1,0,3,1,2,0,4,3,3,2,2,2,2,2,4,2,2,3,0,2,13,8,2,49,30,19,6,6,1,1,0,0,0,0,1,1,1,1,1,1,0,0,3,3,0,0,2,2,0,0,0,0,0,0,0,0,1,1,1
12,11,0,0,0,0,1,4,0,5,9,1,1,4,7,8,2,2,4,6,2,8,1,3,2,10,6,3,4,7,4,7,4,3,2,7,1,10,14,2,107,68,39,12,12,1,1,0,1,0,0,1,1,1,1,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0
12,12,0,0,0,0,1,1,0,4,10,3,2,1,1,5,1,3,3,3,2,2,2,1,2,2,1,2,1,3,0,2,1,1,1,3,2,8,14,5,45,28,17,12,12,1,1,0,0,0,0,1,1,1,1,0,0,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,14,14,1
14,10,0,0,0,0,1,0,0,2,7,1,1,2,0,1,1,2,2,1,0,5,1,2,1,2,2,1,3,3,1,1,0,3,2,0,3,4,9,2,47,27,20,9,9,1,1,0,0,0,0,1,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
22,7,0,0,0,1,0,2,0,2,7,2,4,8,0,6,1,4,1,7,3,15,3,7,5,4,2,7,5,6,2,6,1,2,3,2,2,11,9,6,102,74,28,8,8,1,1,0,0,0,0,0,1,1,1,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
30,8,0,0,0,0,0,0,0,0,8,1,2,2,1,2,3,5,1,3,5,5,2,3,4,8,1,2,3,8,5,2,4,6,4,3,5,8,8,3,87,49,38,9,9,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
5,3,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,2,0,2,2,0,0,1,0,2,1,0,2,0,0,0,0,0,0,2,3,2,12,7,5,9,10,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1
12,9,0,0,0,0,1,0,0,3,7,1,1,4,4,4,3,5,3,8,3,3,3,5,5,6,4,5,3,2,1,4,1,4,0,2,1,5,10,2,83,52,31,9,9,1,1,0,0,0,0,1,1,1,1,1,1,1,1,6,6,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0
27,9,0,0,0,0,0,0,0,2,7,2,2,0,0,7,3,0,3,3,2,4,1,3,1,5,3,6,5,4,2,4,3,6,3,3,0,2,9,4,71,45,26,12,12,1,1,1,1,0,0,1,1,1,1,1,1,1,1,4,4,1,1,4,4,1,1,1,1,0,0,0,0,3,3,1
12,8,0,0,1,0,0,0,2,0,9,0,1,3,4,4,1,2,3,3,4,9,5,2,2,6,7,3,3,3,2,4,3,2,1,1,2,7,9,1,79,42,37,12,12,1,1,0,0,0,0,1,1,1,1,0,0,1,1,2,2,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0
7,7,0,0,0,0,0,1,0,0,5,2,1,1,1,0,2,0,0,3,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,12,4,8,9,9,1,1,0,0,1,1,1,1,1,1,0,0,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,8,8,1
12,12,0,0,6,0,6,0,3,2,11,2,0,1,1,4,2,5,2,2,2,4,0,6,1,6,1,2,2,3,2,6,3,4,2,4,1,5,13,2,66,47,19,5,5,1,1,1,1,0,0,1,1,0,0,1,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
23,9,0,1,0,1,0,0,0,4,5,6,5,4,1,5,6,5,1,6,3,4,4,8,2,6,3,5,1,4,3,0,0,5,3,3,1,8,9,11,83,55,28,6,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,1,1,0,0,0,0,1,1,0,0,0,0,7,7,0
29,13,0,0,2,0,1,4,0,5,13,3,1,2,0,4,3,2,3,3,5,18,5,6,2,5,2,3,2,4,7,0,0,0,0,0,0,16,18,4,77,48,29,13,13,1,1,0,0,1,1,1,1,1,1,0,0,0,0,8,8,0,0,0,0,0,0,1,1,1,1,0,0,9,9,0
9,8,1,1,1,1,1,2,0,4,4,5,2,0,0,0,1,1,0,0,0,0,1,1,3,3,0,2,1,2,2,0,3,0,0,4,0,6,8,7,24,13,11,13,15,1,1,0,0,0,0,1,1,1,1,1,1,0,1,4,4,0,0,0,0,0,0,0,0,2,2,0,0,13,13,1
7,7,0,0,0,0,0,0,0,2,6,3,0,1,0,2,0,1,0,4,0,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,18,12,6,8,8,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
12,6,0,0,0,0,0,0,0,4,4,2,1,4,0,1,3,3,0,1,3,6,2,3,3,2,6,1,1,15,6,5,6,1,3,2,3,9,8,3,80,44,36,12,12,1,1,0,0,0,0,1,1,1,1,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,4,4,0
13,13,0,0,0,0,0,0,0,2,12,2,1,1,0,4,5,2,1,2,0,1,1,6,2,1,2,8,2,3,5,3,3,1,1,2,2,15,14,3,60,35,25,11,11,1,1,0,0,0,0,1,1,1,1,1,1,1,1,5,5,1,1,0,0,0,0,1,1,2,2,1,1,1,1,1
12,9,0,0,0,0,0,0,0,2,6,4,1,4,2,2,2,3,1,1,2,1,2,2,2,3,1,7,0,6,0,4,3,1,2,1,1,6,8,5,53,35,18,21,21,1,1,1,1,0,0,1,1,1,1,1,1,1,1,3,3,1,1,0,0,1,1,1,1,0,0,0,0,4,4,1
8,0,0,0,0,0,0,6,0,0,3,2,1,1,3,0,1,0,0,0,0,2,2,0,1,2,0,1,2,1,0,4,2,0,0,0,0,7,3,3,22,11,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
18,6,0,0,1,0,2,2,0,2,3,3,2,2,1,0,3,1,1,5,0,1,0,3,2,1,0,2,2,2,1,2,2,2,2,5,1,9,5,5,42,26,16,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
19,11,8,8,4,8,8,4,8,7,15,1,4,3,2,4,1,1,0,1,3,5,2,8,2,4,2,3,1,1,2,2,0,1,1,3,1,7,22,5,53,36,17,11,19,1,1,0,0,0,0,1,1,1,1,1,1,1,1,4,4,0,0,0,0,0,0,1,1,0,0,0,0,13,14,1
15,15,1,0,0,0,1,4,0,3,18,4,1,6,2,2,1,3,4,4,0,5,4,3,4,9,2,11,7,1,3,2,2,7,3,5,0,6,21,5,94,62,32,12,16,1,1,0,0,1,1,1,1,1,1,0,0,1,1,8,8,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
12,12,0,0,0,0,0,0,0,4,7,2,0,2,1,2,2,0,1,2,2,2,0,1,4,4,2,5,1,3,0,3,2,1,3,1,2,10,11,2,46,26,20,12,12,1,1,0,0,1,1,1,1,1,1,1,1,1,1,4,4,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1
10,7,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,0,0,2,1,4,0,3,0,3,2,5,2,1,2,1,2,0,1,0,0,2,5,1,31,20,11,6,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
7,7,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,9,6,2,4,8,3,6,5,7,8,1,3,0,0,2,8,0,62,33,29,16,16,0,0,0,0,0,0,1,1,1,1,1,1,0,0,4,4,0,0,0,0,0,0,0,0,1,1,0,0,7,7,1
6,3,2,2,2,2,2,2,2,0,3,0,1,0,0,0,0,1,0,0,0,2,0,2,2,0,1,0,1,2,0,0,0,0,0,0,0,2,3,1,11,7,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
19,7,0,0,0,0,0,0,0,1,6,2,0,5,2,3,2,6,3,1,6,2,1,1,4,1,4,4,2,2,1,3,2,3,1,1,1,9,7,2,61,32,29,3,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
13,6,0,0,0,0,0,0,0,3,2,0,0,1,2,0,2,1,0,1,2,4,2,3,1,1,1,2,3,2,0,2,3,2,0,0,0,4,5,0,37,21,16,5,5,1,1,0,0,0,0,1,1,1,1,0,0,1,1,2,2,1,1,0,0,0,0,1,1,0,0,0,0,3,3,1
8,8,0,0,0,0,0,0,0,4,3,2,0,0,0,0,0,0,0,4,0,1,2,0,0,0,0,1,0,2,0,3,3,0,1,3,1,4,7,2,21,14,7,7,7,0,0,0,0,0,0,1,1,1,1,1,1,1,1,4,4,0,0,0,0,0,0,2,2,0,0,0,0,1,1,1
11,10,0,0,0,0,0,0,0,1,8,0,2,4,3,6,1,5,2,4,6,3,5,3,4,5,2,3,3,2,1,2,1,3,2,0,0,5,9,2,70,40,30,12,12,1,1,0,0,0,0,1,1,1,1,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
47,19,0,0,0,0,1,5,0,7,15,3,2,7,7,14,8,7,5,1,6,7,6,14,5,8,10,10,4,8,3,11,5,2,1,2,5,12,22,5,156,91,65,13,12,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,13,14,0
12,11,0,0,0,0,0,0,0,2,9,1,1,3,0,4,3,6,1,4,0,5,1,5,4,2,2,10,5,2,2,4,2,6,6,5,3,6,11,2,85,56,29,3,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
14,14,0,0,0,0,0,0,0,4,13,2,4,2,3,4,6,6,6,7,4,8,2,3,4,9,4,10,3,1,0,7,4,5,7,2,1,11,17,6,115,66,49,4,4,1,1,1,1,0,0,1,1,1,1,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
6,2,0,3,0,0,0,0,0,3,1,1,0,0,0,0,0,9,1,3,3,1,1,2,2,0,0,1,1,0,0,0,0,1,1,0,0,3,4,1,26,17,9,6,6,1,1,0,0,0,0,1,1,1,1,0,0,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,7,7,1
18,12,1,1,0,2,1,0,0,5,5,3,1,3,1,2,3,0,1,1,1,2,2,0,2,1,1,1,2,2,1,3,0,1,0,2,0,9,10,4,33,18,15,12,12,1,1,1,1,0,0,1,1,1,1,1,1,1,1,5,5,1,1,0,0,1,1,1,1,0,0,0,0,5,5,1
29,15,0,0,0,0,0,1,0,3,13,6,3,9,4,7,10,10,2,5,0,5,3,16,9,6,1,8,8,4,6,5,6,8,2,4,4,11,16,9,142,87,55,14,16,1,1,0,0,0,0,1,1,1,1,0,0,0,0,3,3,0,0,0,0,0,0,1,1,0,0,0,0,10,11,0
10,2,0,1,1,1,1,0,1,1,3,1,1,1,0,0,0,2,1,1,0,1,1,1,1,1,0,3,2,2,1,3,3,0,0,4,2,5,4,2,30,19,11,6,6,2,2,0,0,0,0,1,1,1,1,0,0,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1
11,2,0,0,0,0,0,0,0,0,3,0,2,0,0,3,0,1,1,3,2,3,0,1,2,0,1,4,0,2,1,1,1,3,2,0,1,3,3,2,32,21,11,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,1
8,0,0,0,0,1,0,4,0,2,2,1,3,11,0,8,7,9,4,9,5,5,0,5,1,0,0,0,0,1,1,2,2,0,0,0,0,9,4,4,70,50,20,12,12,1,1,0,0,0,0,1,1,1,1,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
12,9,0,0,0,0,1,2,0,1,8,1,0,5,1,3,3,2,2,4,2,6,7,4,1,3,4,3,2,4,2,4,0,4,1,3,2,4,9,1,72,45,27,11,11,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4,4,2,2,0,0,0,0,0,0,0,0,0,0,9,9,1
16,6,3,1,2,1,1,2,2,7,11,2,2,2,1,1,2,3,1,1,0,4,1,6,1,3,0,5,5,1,8,8,1,10,3,3,1,4,18,4,71,47,24,26,16,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
14,8,0,0,0,0,0,0,0,0,8,3,0,1,1,1,1,0,1,1,0,3,1,1,0,0,2,4,3,5,5,3,2,1,1,1,1,2,8,3,39,21,18,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
13,4,0,0,0,0,0,0,0,1,2,2,2,2,3,3,4,3,0,2,0,0,0,3,2,1,3,0,0,6,4,0,0,1,3,2,5,10,3,4,47,23,24,3,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1
21,17,0,0,0,0,0,0,0,3,14,2,0,5,0,4,5,7,4,4,2,2,3,4,1,5,3,5,1,3,2,4,5,3,3,3,1,7,17,2,79,49,30,8,8,1,1,0,0,0,0,1,1,1,1,1,1,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0
27,19,1,2,2,0,2,4,6,5,24,6,3,4,4,8,2,5,2,3,5,7,2,8,4,3,3,7,3,0,0,3,3,3,1,7,2,13,29,9,89,58,31,18,18,1,1,1,1,0,0,1,1,1,1,1,1,1,1,5,5,1,1,0,0,0,0,1,1,1,1,1,1,18,18,0
12,7,0,0,0,0,0,0,0,0,6,1,0,1,1,4,3,5,1,1,4,0,2,6,3,4,3,1,0,3,0,1,4,2,3,4,4,6,6,1,60,32,28,10,10,1,1,1,1,0,0,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1
8,3,1,1,0,0,0,0,0,2,3,1,2,1,0,0,4,2,2,4,2,0,4,2,5,1,1,0,2,0,0,0,0,0,0,0,0,3,5,3,30,10,20,3,3,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4,4,1
17,13,0,0,0,0,0,0,0,1,9,1,0,0,0,5,1,6,4,5,3,5,5,8,3,1,3,0,1,0,1,3,5,6,3,1,0,33,10,1,69,40,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,8,8,1
14,8,0,0,0,0,1,2,0,2,7,2,1,2,3,2,1,1,1,0,3,3,1,1,1,4,4,3,1,4,4,4,3,0,3,0,2,7,9,3,51,24,27,2,2,1,1,0,0,0,0,1,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1
46,24,0,0,1,0,0,1,0,5,21,7,3,7,2,15,3,10,9,15,8,13,10,10,9,12,7,7,6,5,6,6,3,7,7,6,1,21,26,10,186,114,72,21,21,1,1,0,0,0,0,1,1,1,1,0,0,0,0,6,6,1,1,0,0,1,1,1,1,1,1,0,0,15,15,2
12,12,0,0,1,0,1,0,0,2,11,3,0,2,0,3,2,2,0,1,3,5,0,2,2,3,4,6,1,3,2,3,2,4,2,2,2,2,13,3,56,36,20,11,11,1,1,1,1,0,0,1,1,1,1,0,0,1,1,5,5,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1
9,6,0,0,0,0,0,0,0,1,3,1,2,0,1,1,2,0,1,2,0,4,2,1,1,1,0,1,0,0,0,4,0,0,0,0,0,2,4,3,21,14,7,6,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
9,5,0,0,0,0,0,0,0,1,4,1,3,4,1,0,0,0,0,2,0,3,1,0,1,1,1,2,1,0,0,2,3,4,2,8,0,5,5,4,36,26,10,13,13,1,1,0,0,0,0,1,1,1,1,1,1,0,0,5,5,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1
18,6,12,12,0,11,11,10,0,5,14,0,2,0,0,5,1,0,1,1,0,0,3,3,0,1,2,13,4,6,5,5,1,5,3,6,6,6,19,2,71,45,26,25,25,1,1,1,1,2,2,1,1,1,1,1,1,1,1,4,4,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1
12,7,0,0,0,0,0,0,0,3,4,1,2,3,3,0,2,3,0,2,1,4,1,1,1,5,1,3,1,3,3,1,0,0,1,1,2,2,7,3,42,26,16,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
11,5,0,0,0,0,0,0,0,1,3,1,2,0,0,2,1,0,0,0,0,0,1,6,1,0,1,0,2,0,1,0,0,3,0,3,3,3,4,3,24,14,10,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,1
12,10,0,0,0,0,0,2,0,6,4,4,5,2,0,2,3,1,0,1,1,2,1,2,4,9,0,4,1,4,0,0,3,4,1,2,3,5,10,9,50,33,17,7,7,1,1,0,0,0,0,1,1,1,1,0,0,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,9,9,1
28,2,1,0,1,1,1,2,0,2,7,1,1,2,1,0,0,2,1,5,5,3,0,2,0,0,1,2,1,3,1,2,4,3,5,3,6,3,9,2,54,28,26,12,12,1,1,0,0,0,0,0,0,1,1,1,1,0,0,4,4,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1
11,8,0,0,0,0,0,0,0,3,3,0,1,7,0,0,0,5,3,8,2,1,1,1,0,1,1,6,3,0,0,1,1,1,1,1,1,10,6,1,45,32,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
59,37,0,0,0,0,2,17,0,18,21,4,4,5,12,13,8,10,1,8,6,13,8,11,4,5,4,9,6,5,4,8,2,4,2,4,4,47,39,8,169,106,63,19,19,1,1,0,0,0,0,1,1,1,1,1,1,1,1,2,2,4,4,0,0,0,0,1,1,1,1,0,0,16,16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8,8,1
69,51,0,0,0,0,2,4,0,18,37,14,11,19,4,20,18,8,6,11,9,8,5,12,5,10,6,9,8,9,4,12,10,10,4,8,3,7,55,25,220,137,83,28,28,1,1,0,0,0,0,1,1,1,1,1,1,1,1,30,30,0,0,0,0,0,0,1,1,1,1,0,0,38,38,2
14,5,1,1,1,1,1,2,0,0,5,1,0,1,0,2,1,2,0,1,2,0,0,0,0,0,0,0,1,1,0,1,0,1,1,2,2,5,5,1,19,11,8,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
11,8,0,0,0,0,0,0,0,1,6,2,1,1,0,3,0,2,2,1,0,2,0,3,1,1,4,0,0,0,2,3,1,3,1,4,2,10,7,3,36,23,13,4,4,0,0,1,1,0,0,0,0,1,1,0,0,0,0,2,2,1,1,0,0,0,0,1,1,0,0,0,0,5,5,1
18,3,2,3,0,4,1,2,0,2,6,1,3,5,1,5,2,2,5,9,5,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,9,8,4,40,25,15,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
9,9,1,1,1,1,1,1,1,2,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,1,2,3,3,4,3,0,3,1,7,9,4,32,23,9,8,8,1,1,0,0,1,1,2,2,1,1,1,1,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1
33,21,0,0,0,0,0,0,0,5,18,3,4,6,1,3,4,3,0,1,3,8,3,6,5,8,6,5,6,5,2,2,7,2,2,14,4,25,23,7,106,63,43,7,18,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,7,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0
17,2,15,5,1,15,4,4,7,4,18,3,1,3,0,5,4,6,4,3,3,4,2,4,4,3,2,8,3,10,1,3,3,2,4,3,4,17,22,4,89,54,35,15,14,1,1,1,1,0,0,2,1,1,1,1,1,1,1,4,4,0,0,0,0,1,1,1,1,0,0,0,0,19,19,0
22,12,0,0,0,0,0,2,0,4,12,1,2,3,1,3,1,1,1,4,2,5,3,4,0,7,7,2,1,3,4,2,5,1,2,3,3,5,16,3,68,38,30,16,16,1,1,0,0,0,0,1,1,1,1,1,1,1,1,4,4,0,0,0,0,0,0,1,1,0,0,0,0,6,6,1
5,2,3,3,3,3,3,3,0,0,6,0,1,2,2,4,0,6,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,11,6,1,18,15,3,9,9,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1
12,5,0,0,0,0,0,0,0,1,4,0,2,9,7,4,3,3,1,4,1,4,4,2,2,3,4,4,2,1,2,1,2,0,2,4,6,224,5,2,75,39,36,6,7,1,1,0,0,0,0,2,2,1,1,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
7,6,0,0,0,0,1,1,0,1,6,2,3,6,2,0,0,0,0,0,0,2,2,1,0,4,4,0,0,4,1,0,0,4,3,0,1,9,7,5,34,21,13,7,7,1,1,0,0,0,0,1,1,1,1,0,0,0,0,6,6,1,1,0,0,0,0,0,0,0,0,0,0,6,6,1
14,12,2,2,1,2,2,2,2,6,14,2,2,3,1,2,3,4,3,2,1,4,5,5,0,6,2,4,0,2,0,2,0,5,1,3,2,8,20,4,60,42,18,14,14,1,1,0,0,0,0,1,1,1,1,2,2,0,0,3,3,1,1,0,0,0,0,0,0,1,0,0,0,8,8,1
12,9,1,0,0,1,0,4,0,0,10,0,2,0,1,2,3,2,0,2,3,4,1,3,3,4,3,6,1,2,1,2,2,2,0,2,1,10,10,2,50,31,19,4,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,3,3,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1
61,20,1,2,1,2,12,12,4,7,16,4,3,11,7,15,11,7,10,10,6,18,9,13,4,11,5,8,8,12,4,10,4,10,3,6,1,9,23,7,203,131,72,17,17,1,1,0,0,0,0,1,1,1,1,0,0,1,1,10,10,1,1,0,0,0,0,1,1,0,0,0,0,13,13,2
12,6,0,1,0,0,0,0,0,2,5,0,1,1,0,2,2,0,2,0,1,3,1,3,0,3,5,3,0,3,0,1,3,1,1,0,2,3,7,1,37,20,17,8,8,1,1,0,0,0,0,1,1,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1
22,14,0,0,0,0,0,0,0,3,10,1,0,5,1,5,2,1,2,4,1,3,1,8,1,3,1,3,3,5,7,3,1,4,3,4,2,7,13,1,73,48,25,6,6,1,1,0,0,1,1,1,1,1,1,1,1,1,1,3,3,1,1,0,0,0,0,1,1,0,0,0,0,3,3,1
14,10,0,0,0,0,0,0,0,2,6,0,2,0,0,0,1,1,1,5,2,6,2,5,1,2,4,2,2,4,4,7,2,2,1,3,3,5,8,2,61,38,23,7,7,0,0,0,0,2,2,1,1,1,1,1,1,1,1,4,4,2,2,0,0,2,2,0,0,0,0,0,0,1,1,1
11,11,0,0,0,0,0,4,0,4,9,2,1,0,1,3,1,2,0,2,2,3,1,1,3,2,0,3,1,0,0,1,0,1,1,2,2,5,13,3,32,20,12,2,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,11,11,1
13,7,0,0,0,0,0,0,0,3,4,1,1,2,1,2,1,1,2,2,0,2,3,10,4,2,1,2,0,6,4,0,0,3,2,4,0,2,7,2,54,36,18,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,4,1
16,8,0,0,0,0,1,0,0,4,8,11,1,2,2,3,1,8,4,4,8,1,5,7,5,0,2,2,0,3,1,1,1,0,1,0,0,6,12,12,61,31,30,14,14,1,1,0,0,0,0,1,1,1,1,1,1,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,4,4,1
